skin_tone,hair_color,lip_color,eye_color,age,season,dress_shade,lip_shade
ivory,dark brown,purple,green,15,summer,pastel,peach
light,chestnut,coral,turquoise,59,spring,muted,mauve
olive,chestnut,nude,green,69,spring,neutral,rose
porcelain,auburn,plum,teal,39,fall,muted,mauve
porcelain,blonde,burgundy,turquoise,62,summer,neutral,coral
ivory,black,red,violet,67,fall,neutral,coral
fair,brown,red,green,45,summer,muted,plum
light,red,mauve,blue,67,winter,earth tones,berry
deep,dark brown,peach,teal,44,spring,bright,berry
deep,auburn,peach,blue,37,summer,vibrant colors,red
ebony,chestnut,coral,violet,26,spring,neon,berry
olive,chestnut,pink,hazel,62,summer,earth tones,red
tan,brown,brown,amber,64,winter,vibrant colors,red
medium,gray,brown,black,25,spring,bright,berry
medium,black,nude,gray,60,summer,earth tones,red
tan,chestnut,mauve,turquoise,41,spring,earth tones,rose
light,blonde,pink,turquoise,59,fall,pastel,peach
fair,black,peach,black,51,summer,muted,mauve
ivory,light brown,pink,gray,69,winter,pastel,peach
deep,red,mauve,amber,47,spring,earth tones,berry
olive,brown,peach,violet,37,summer,jewel tones,berry
olive,blonde,mauve,amber,46,winter,neutral,peach
deep,platinum,coral,violet,25,winter,monochrome,coral
medium,black,nude,brown,46,summer,pastel,coral
tan,red,burgundy,amber,25,fall,earth tones,berry
light,red,purple,teal,46,winter,neutral,coral
ivory,brown,mauve,green,21,spring,muted,bronze
tan,light brown,peach,hazel,46,winter,earth tones,berry
fair,dark brown,pink,brown,29,spring,jewel tones,berry
medium,platinum,plum,black,34,summer,neutral,peach
ivory,gray,purple,teal,63,spring,earth tones,berry
tan,auburn,pink,gray,50,summer,jewel tones,red
ivory,chestnut,red,violet,17,spring,muted,plum
light,light brown,brown,turquoise,66,fall,jewel tones,rose
tan,black,burgundy,teal,32,fall,monochrome,red
ivory,blonde,mauve,teal,15,fall,jewel tones,berry
fair,light brown,burgundy,brown,50,winter,jewel tones,rose
deep,auburn,pink,violet,37,summer,bright,plum
dark,dark brown,burgundy,hazel,49,winter,jewel tones,plum
fair,dark brown,coral,amber,29,spring,muted,mauve
ivory,auburn,coral,gray,25,summer,pastel,nude
olive,gray,pink,blue,17,summer,earth tones,rose
olive,platinum,pink,gray,28,fall,neon,red
medium,auburn,peach,blue,53,summer,jewel tones,red
fair,dark brown,brown,teal,52,winter,jewel tones,berry
porcelain,platinum,mauve,brown,62,summer,pastel,peach
ebony,brown,nude,black,41,fall,earth tones,rose
porcelain,blonde,burgundy,gray,66,winter,pastel,peach
dark,light brown,plum,turquoise,16,fall,jewel tones,rose
tan,brown,red,brown,60,spring,earth tones,rose
fair,black,coral,hazel,21,summer,metallic,plum
medium,red,purple,turquoise,48,fall,earth tones,red
light,red,burgundy,teal,25,winter,earth tones,mauve
ivory,platinum,nude,blue,32,fall,neutral,nude
olive,chestnut,red,amber,62,spring,vibrant colors,cherry
medium,light brown,purple,teal,32,fall,neutral,coral
ivory,auburn,pink,violet,40,spring,jewel tones,mauve
tan,light brown,pink,blue,21,winter,earth tones,rose
ebony,auburn,mauve,violet,26,summer,vibrant colors,plum
ivory,platinum,coral,blue,39,summer,neutral,nude
medium,dark brown,mauve,amber,16,winter,earth tones,rose
medium,auburn,peach,blue,38,summer,vibrant colors,cherry
porcelain,dark brown,brown,brown,45,fall,jewel tones,rose
fair,black,coral,gray,25,summer,neon,cherry
porcelain,light brown,purple,teal,15,summer,pastel,coral
olive,auburn,peach,teal,47,summer,earth tones,rose
deep,auburn,plum,teal,61,summer,earth tones,rose
medium,red,brown,teal,50,fall,earth tones,rose
medium,auburn,burgundy,green,16,fall,jewel tones,red
porcelain,brown,coral,black,67,summer,pastel,nude
ebony,brown,burgundy,gray,41,winter,bright,berry
ivory,gray,brown,hazel,40,winter,neon,bronze
porcelain,auburn,burgundy,amber,17,winter,jewel tones,berry
tan,blonde,burgundy,teal,16,fall,neutral,rose
dark,light brown,nude,green,56,winter,neon,bronze
deep,light brown,plum,black,46,winter,jewel tones,rose
light,black,burgundy,teal,18,spring,muted,bronze
medium,platinum,burgundy,turquoise,64,spring,earth tones,rose
deep,dark brown,coral,violet,53,fall,jewel tones,plum
light,auburn,mauve,gray,56,winter,muted,bronze
medium,red,purple,blue,30,summer,vibrant colors,cherry
light,red,coral,brown,19,summer,neutral,coral
tan,auburn,burgundy,violet,60,winter,jewel tones,red
olive,gray,brown,turquoise,44,fall,neutral,coral
fair,auburn,brown,black,19,fall,muted,plum
dark,light brown,plum,brown,30,spring,monochrome,berry
ebony,gray,burgundy,turquoise,29,summer,jewel tones,berry
ivory,brown,brown,amber,66,fall,pastel,nude
olive,light brown,pink,hazel,51,fall,earth tones,berry
dark,red,red,hazel,54,spring,vibrant colors,plum
olive,blonde,peach,teal,60,fall,vibrant colors,berry
fair,dark brown,red,gray,15,fall,jewel tones,berry
ivory,auburn,mauve,turquoise,31,winter,muted,plum
medium,brown,mauve,gray,34,summer,jewel tones,rose
dark,gray,mauve,turquoise,64,winter,vibrant colors,berry
medium,auburn,brown,hazel,17,spring,earth tones,rose
ivory,chestnut,red,turquoise,65,winter,muted,mauve
porcelain,red,red,brown,58,summer,earth tones,mauve
ebony,black,burgundy,green,18,spring,jewel tones,berry
porcelain,black,peach,green,24,spring,neon,cherry
light,red,burgundy,teal,60,summer,earth tones,mauve
medium,gray,pink,brown,43,fall,bright,cherry
fair,auburn,red,amber,49,winter,pastel,coral
deep,red,nude,violet,60,winter,vibrant colors,plum
tan,brown,mauve,black,15,summer,vibrant colors,cherry
medium,chestnut,red,violet,68,spring,vibrant colors,cherry
ebony,chestnut,pink,hazel,38,winter,neutral,peach
tan,light brown,mauve,turquoise,49,fall,neutral,coral
porcelain,black,mauve,green,43,spring,neutral,peach
porcelain,gray,purple,teal,51,winter,neutral,coral
deep,chestnut,red,violet,51,spring,metallic,bronze
fair,auburn,burgundy,hazel,63,winter,pastel,coral
ivory,gray,nude,amber,68,winter,bright,cherry
ebony,platinum,plum,amber,60,summer,muted,mauve
olive,red,peach,amber,27,fall,earth tones,berry
medium,dark brown,coral,brown,31,summer,earth tones,berry
medium,auburn,purple,teal,52,winter,vibrant colors,cherry
ivory,dark brown,plum,amber,62,winter,pastel,coral
tan,red,nude,amber,24,spring,vibrant colors,berry
olive,chestnut,mauve,amber,32,winter,earth tones,red
medium,black,burgundy,hazel,29,winter,earth tones,berry
fair,black,brown,green,51,winter,earth tones,rose
fair,red,nude,violet,60,spring,neutral,coral
porcelain,gray,nude,black,58,fall,neon,rose
ebony,gray,plum,green,20,spring,vibrant colors,berry
light,brown,burgundy,violet,28,summer,pastel,nude
porcelain,platinum,coral,hazel,36,spring,neutral,coral
porcelain,auburn,coral,amber,56,summer,pastel,peach
tan,blonde,burgundy,brown,40,fall,earth tones,berry
tan,gray,nude,brown,30,spring,neutral,nude
fair,auburn,pink,violet,48,fall,jewel tones,berry
light,black,peach,teal,63,spring,metallic,plum
porcelain,brown,burgundy,blue,23,winter,jewel tones,rose
light,black,pink,black,28,winter,pastel,nude
porcelain,dark brown,plum,green,19,winter,muted,bronze
tan,blonde,plum,teal,51,winter,earth tones,red
olive,platinum,brown,violet,50,spring,earth tones,rose
dark,red,coral,violet,40,spring,vibrant colors,plum
deep,auburn,mauve,green,41,fall,vibrant colors,berry
ivory,chestnut,pink,turquoise,36,winter,vibrant colors,berry
dark,dark brown,mauve,teal,69,summer,jewel tones,rose
deep,gray,peach,gray,66,spring,metallic,plum
tan,light brown,nude,violet,31,summer,vibrant colors,red
deep,black,pink,turquoise,26,summer,vibrant colors,berry
light,chestnut,mauve,teal,41,winter,bright,red
porcelain,light brown,plum,green,60,winter,jewel tones,rose
dark,black,purple,turquoise,51,fall,vibrant colors,red
olive,platinum,brown,amber,52,summer,neutral,nude
tan,light brown,plum,black,28,spring,neutral,peach
light,dark brown,mauve,amber,41,winter,muted,bronze
ebony,dark brown,red,violet,48,winter,vibrant colors,plum
light,blonde,mauve,turquoise,41,winter,pastel,peach
ivory,chestnut,coral,brown,20,fall,neon,bronze
porcelain,auburn,brown,brown,43,fall,pastel,nude
fair,blonde,burgundy,hazel,22,summer,neutral,nude
ebony,red,pink,hazel,51,winter,earth tones,plum
light,black,burgundy,green,64,summer,metallic,bronze
dark,auburn,nude,black,58,summer,vibrant colors,plum
fair,brown,plum,turquoise,30,winter,jewel tones,rose
olive,dark brown,peach,hazel,27,spring,earth tones,rose
medium,light brown,brown,gray,37,spring,earth tones,berry
porcelain,platinum,red,hazel,43,winter,jewel tones,mauve
dark,blonde,plum,black,52,summer,vibrant colors,plum
dark,chestnut,brown,turquoise,53,winter,neon,coral
light,light brown,plum,blue,39,spring,neutral,nude
deep,platinum,pink,brown,36,summer,pastel,coral
ivory,gray,plum,brown,17,summer,bright,cherry
tan,black,purple,amber,42,fall,bright,berry
dark,platinum,plum,blue,21,winter,neutral,berry
ebony,red,mauve,green,53,summer,bright,plum
ivory,blonde,burgundy,amber,29,summer,neutral,coral
tan,platinum,coral,brown,56,spring,metallic,bronze
dark,platinum,coral,blue,50,spring,monochrome,bronze
tan,brown,purple,green,59,summer,earth tones,rose
tan,dark brown,plum,brown,55,winter,vibrant colors,red
tan,blonde,coral,gray,19,fall,vibrant colors,cherry
dark,platinum,red,teal,53,winter,monochrome,coral
dark,light brown,nude,blue,37,spring,neon,cherry
ivory,auburn,mauve,brown,15,winter,muted,mauve
light,red,red,turquoise,52,fall,jewel tones,mauve
light,chestnut,brown,blue,50,fall,earth tones,mauve
fair,chestnut,brown,hazel,39,spring,neutral,coral
light,dark brown,purple,gray,23,summer,muted,plum
porcelain,red,peach,violet,24,summer,neutral,peach
fair,red,plum,black,44,spring,earth tones,mauve
olive,chestnut,brown,violet,29,summer,neutral,nude
tan,dark brown,mauve,gray,60,fall,vibrant colors,red
deep,platinum,burgundy,gray,68,spring,vibrant colors,plum
porcelain,red,plum,teal,21,winter,neutral,nude
ivory,blonde,nude,blue,66,summer,neutral,peach
ivory,dark brown,coral,hazel,52,spring,jewel tones,berry
olive,dark brown,mauve,turquoise,35,summer,vibrant colors,red
light,platinum,purple,brown,23,summer,jewel tones,berry
ivory,auburn,pink,brown,40,spring,pastel,coral
ivory,light brown,red,hazel,51,summer,neutral,nude
dark,dark brown,coral,gray,42,winter,jewel tones,berry
deep,platinum,burgundy,turquoise,19,winter,bright,berry
light,light brown,coral,green,56,summer,neutral,peach
ebony,light brown,mauve,gray,61,winter,jewel tones,berry
ivory,blonde,pink,brown,29,summer,neutral,peach
dark,chestnut,mauve,violet,41,winter,neutral,berry
ivory,black,nude,teal,51,spring,monochrome,bronze
tan,blonde,burgundy,violet,56,spring,neutral,coral
dark,platinum,nude,black,47,summer,bright,plum
fair,gray,peach,amber,64,winter,neon,coral
deep,red,coral,teal,37,fall,bright,plum
porcelain,dark brown,mauve,hazel,47,summer,muted,bronze
medium,chestnut,red,hazel,19,summer,earth tones,berry
ebony,dark brown,brown,gray,18,summer,bright,plum
fair,auburn,mauve,gray,69,spring,jewel tones,mauve
tan,auburn,peach,turquoise,36,winter,vibrant colors,berry
dark,dark brown,pink,turquoise,22,summer,vibrant colors,red
tan,red,plum,amber,52,spring,neutral,coral
ivory,auburn,pink,turquoise,32,summer,jewel tones,mauve
ebony,red,mauve,green,32,fall,earth tones,plum
porcelain,brown,coral,violet,51,fall,jewel tones,rose
dark,auburn,purple,gray,65,summer,vibrant colors,red
porcelain,black,coral,hazel,18,summer,earth tones,berry
ebony,light brown,peach,amber,41,spring,vibrant colors,plum
dark,light brown,plum,black,59,summer,muted,plum
light,red,burgundy,blue,42,fall,jewel tones,rose
ivory,brown,plum,black,50,summer,pastel,nude
fair,platinum,mauve,hazel,43,summer,neutral,coral
medium,blonde,peach,amber,39,summer,vibrant colors,cherry
olive,brown,brown,blue,33,fall,jewel tones,red
olive,brown,red,teal,28,summer,earth tones,red
deep,black,purple,turquoise,24,winter,jewel tones,plum
fair,auburn,nude,brown,54,fall,muted,bronze
light,gray,mauve,green,35,summer,vibrant colors,cherry
deep,dark brown,brown,teal,49,summer,bright,plum
tan,auburn,coral,green,43,summer,jewel tones,red
light,platinum,mauve,gray,56,fall,neutral,nude
olive,auburn,red,violet,62,fall,vibrant colors,red
dark,platinum,brown,brown,23,spring,jewel tones,plum
deep,auburn,red,hazel,32,winter,vibrant colors,berry
ivory,light brown,coral,teal,22,summer,pastel,peach
porcelain,light brown,plum,gray,35,winter,neutral,nude
dark,chestnut,coral,green,65,fall,metallic,mauve
dark,chestnut,mauve,black,23,spring,pastel,peach
fair,chestnut,pink,brown,43,fall,vibrant colors,berry
medium,auburn,pink,gray,51,summer,jewel tones,berry
fair,platinum,mauve,black,51,winter,neutral,nude
ebony,dark brown,plum,amber,59,fall,vibrant colors,berry
ivory,light brown,brown,hazel,48,fall,neutral,peach
deep,brown,purple,hazel,33,spring,bright,plum
ivory,light brown,plum,black,62,summer,pastel,coral
fair,dark brown,plum,green,62,spring,jewel tones,berry
light,brown,mauve,amber,17,spring,muted,mauve
ebony,blonde,mauve,blue,58,summer,monochrome,coral
ivory,blonde,pink,green,18,fall,pastel,peach
deep,auburn,nude,black,29,spring,bright,red
porcelain,blonde,peach,black,32,winter,pastel,coral
ebony,platinum,peach,turquoise,41,winter,vibrant colors,red
tan,auburn,purple,gray,47,winter,earth tones,rose
ivory,chestnut,plum,turquoise,31,winter,earth tones,rose
deep,red,nude,amber,56,winter,vibrant colors,plum
porcelain,red,coral,gray,37,summer,neutral,nude
light,chestnut,burgundy,turquoise,50,spring,metallic,plum
olive,red,pink,gray,43,winter,earth tones,red
tan,gray,peach,green,34,spring,bright,cherry
fair,light brown,plum,gray,41,summer,neutral,coral
tan,brown,peach,violet,31,summer,vibrant colors,red
olive,auburn,pink,violet,52,fall,earth tones,rose
ebony,light brown,burgundy,teal,68,fall,muted,mauve
tan,black,nude,amber,15,summer,monochrome,rose
deep,platinum,brown,amber,51,winter,bright,red
olive,auburn,nude,brown,34,fall,vibrant colors,cherry
fair,light brown,pink,violet,32,winter,jewel tones,berry
medium,brown,purple,brown,63,fall,earth tones,rose
dark,blonde,pink,brown,34,winter,metallic,bronze
ivory,red,nude,violet,37,fall,earth tones,rose
light,dark brown,coral,blue,17,summer,muted,bronze
ivory,dark brown,coral,green,17,spring,pastel,coral
dark,platinum,purple,black,38,summer,pastel,peach
ebony,red,mauve,blue,46,spring,bright,berry
fair,platinum,mauve,amber,33,spring,pastel,coral
deep,dark brown,burgundy,green,19,fall,vibrant colors,plum
ebony,gray,burgundy,teal,46,spring,vibrant colors,berry
ivory,chestnut,plum,teal,64,summer,earth tones,rose
dark,red,nude,gray,36,summer,bright,plum
dark,brown,brown,gray,37,fall,earth tones,plum
deep,blonde,brown,black,53,winter,metallic,plum
light,black,burgundy,hazel,62,summer,pastel,coral
medium,red,coral,amber,50,fall,earth tones,rose
medium,light brown,mauve,violet,37,spring,neutral,rose
fair,chestnut,nude,teal,40,summer,vibrant colors,berry
tan,light brown,brown,hazel,39,fall,vibrant colors,berry
medium,platinum,pink,teal,25,summer,bright,berry
tan,dark brown,pink,blue,53,fall,vibrant colors,cherry
fair,black,coral,gray,64,winter,earth tones,rose
deep,red,burgundy,violet,21,summer,bright,berry
fair,dark brown,mauve,teal,42,spring,jewel tones,mauve
medium,auburn,red,turquoise,59,summer,earth tones,red
deep,chestnut,burgundy,blue,51,summer,monochrome,coral
deep,auburn,pink,violet,40,spring,earth tones,berry
light,dark brown,mauve,hazel,21,summer,muted,bronze
ivory,black,coral,black,29,spring,vibrant colors,cherry
deep,black,red,brown,45,fall,jewel tones,plum
olive,red,peach,violet,43,spring,neutral,rose
tan,black,pink,blue,23,winter,earth tones,berry
ebony,auburn,nude,blue,61,spring,bright,red
deep,light brown,peach,amber,69,winter,monochrome,rose
dark,platinum,pink,gray,57,summer,pastel,peach
deep,chestnut,coral,brown,18,fall,earth tones,rose
medium,blonde,burgundy,blue,51,fall,earth tones,berry
deep,blonde,red,amber,23,summer,monochrome,coral
fair,brown,red,black,55,fall,jewel tones,mauve
ebony,gray,mauve,blue,69,fall,jewel tones,berry
ebony,auburn,brown,violet,54,winter,earth tones,berry
porcelain,red,red,violet,17,winter,jewel tones,rose
deep,brown,burgundy,teal,52,summer,bright,berry
ebony,dark brown,coral,green,58,winter,vibrant colors,berry
deep,light brown,nude,brown,25,fall,muted,plum
medium,black,coral,gray,68,winter,pastel,rose
dark,blonde,plum,turquoise,37,spring,pastel,nude
light,dark brown,pink,black,45,fall,muted,bronze
deep,black,burgundy,amber,34,fall,vibrant colors,berry
fair,brown,mauve,brown,32,spring,muted,plum
ivory,brown,coral,brown,34,spring,jewel tones,rose
medium,blonde,brown,brown,37,winter,vibrant colors,red
ivory,red,brown,amber,68,fall,jewel tones,mauve
light,gray,pink,green,48,summer,earth tones,berry
ivory,dark brown,brown,hazel,55,summer,jewel tones,berry
olive,red,plum,brown,30,summer,neutral,peach
medium,dark brown,peach,blue,28,fall,vibrant colors,berry
deep,blonde,pink,teal,62,spring,metallic,plum
porcelain,brown,brown,black,35,spring,muted,mauve
ivory,blonde,burgundy,gray,33,fall,pastel,nude
ivory,blonde,purple,turquoise,45,fall,jewel tones,berry
deep,chestnut,purple,blue,46,fall,jewel tones,plum
tan,platinum,mauve,amber,59,winter,muted,bronze
porcelain,light brown,brown,turquoise,26,summer,pastel,peach
medium,brown,red,brown,67,summer,jewel tones,berry
light,dark brown,peach,gray,23,fall,muted,bronze
fair,red,brown,amber,28,summer,earth tones,rose
